,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.0,0.01121917633773409,0.11528972882848856,0.032207884014129,0.03229454962005046,0.042741365097915665,0.019049571354235302,0.0121075810071606,0.0019752723332231463,0.01942299888858937,0.004357194665836091,0.0531715938151054,0.04415658342429355,0.0044560637828224255
1,0.0011570038252885306,0.0,0.0014877708392981696,1.8570764445465873e-06,0.004201191235747181,0.000629853337260607,2.342412427848778e-06,0.0001211530349782426,0.0015697428812888295,0.00012056853883517152,0.00011201831957068981,0.0003282206754173909,0.02996262008456458,0.0021950367418438754
2,0.07023258864200707,0.0019750696906500774,0.0,0.0706120396690774,0.31548620130218274,0.3043165807255119,0.18806337799116418,0.001494552330780409,0.16297315023898745,0.0469900842148924,0.10064266616129115,0.10658358728902345,0.3638444316166551,0.31951266650885396
3,0.0046400962354158,0.00012116789861947293,0.00045670081001087043,0.0,0.0008232029043645009,0.0001150978867672555,0.0485281719820421,5.00752182790665e-05,0.0005429911671042,5.03151797495137e-05,0.084625839186198,0.0002337834761911,0.028182200128143597,0.0005729350029263724
4,0.27011818616503525,0.0019160637191012436,0.20540810952671398,0.00044101569353407577,0.0,0.14827851778775983,0.001629991799412644,0.12255290790534229,0.0005685544344102312,0.0015616221159355501,0.00020014133780821497,0.0021830686251431575,0.002368763486857596,0.0003067267692317408
5,0.07515267902951066,0.0003217975821253651,0.7777711709744578,0.039371931559707,0.11921215974622185,0.0,0.0236346078738398,0.01144766784706655,0.0172137700423643,0.1071696719497187,0.014940490238787588,0.14275769826452273,0.09033164179520617,0.05690648726814109
6,0.0032269754997045997,0.0002074756429705869,0.0003356627974297421,0.0456982673092492,0.0010032766493819085,0.00020711060206764762,0.0,0.0001844159407854,0.0001441688840184066,3.66614728261929e-05,0.0406645628088299,0.000115856414492,0.015217623033362,6.452513816563362e-05
7,0.2527356341861256,0.0008457975540471478,0.02489520322516829,1.38616591372616e-07,0.33637289773447593,0.0212898179197166,8.47624995817998e-06,0.0,9.19454352807638e-05,8.22092199214133e-05,7.00309062378918e-05,0.0040150203630084,0.0005022812204237537,9.699929784070586e-05
8,0.00104188726757724,0.001075270010127778,0.13682410090415245,0.011461266346449225,0.004138113207614357,0.0013588949889466657,0.012407520734828549,5.0914438769407025e-05,0.0,0.015086033251444801,0.0308417328959427,0.0094822247620957,0.2993915983665692,0.2696962244587052
9,0.014818748241293402,0.00038897620264666125,0.0206873379337661,0.0600219930713327,0.0057293361610761,0.0427277470818956,0.0081531151012511,0.0005877941646521,0.0005874203596953999,0.0,0.03798107305015644,0.121258545215466,0.2532256048076211,0.0007130239957063
10,0.0028179642558829017,0.0014369031950004275,0.00020680173463981025,0.08843573050185564,0.00046723465124574176,0.00010729576295155094,0.06323943016918346,8.08887726896392e-05,0.005506974323701714,6.042889177952125e-05,0.0,4.008379009425912e-05,0.23560492298255326,0.002940113520737162
11,0.0105581418005402,0.00016816987854891048,0.0018820343257840628,0.0003333889406755738,0.0008907556959573173,0.000520865858657,3.4441137573344e-05,0.0001259654358404,0.00012466612774253755,0.0010717603282287,4.1386526368609195e-05,0.0,0.0033275681926410996,0.00017582075523313567
12,0.011866393741983679,0.014858046482007907,0.08364830034028989,0.018214596882096108,0.0033088645401862815,0.0053389653628253125,0.007373000049721862,0.00031054274359839946,0.06055265579385557,0.0763843733602023,0.0095098667115817,0.0487069163340261,0.0,0.2356655320546636
13,0.0003036123801437885,0.0023691823169891667,0.12896242370571945,0.0037126734040689373,0.008199866358022018,0.0218216673407081,0.006312126481034657,0.00014715587446947648,0.26787787466377966,0.014105179316125701,0.1226669950782078,0.0358151541545811,0.745938348992314,0.0
